Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
314,187,34,63,Colosse,"Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR",CLUMEQ - Universit Laval,Sun Microsystems,Canada,2009,Academic,7616,0,77170,85299,90.47,1160376,0,332,232.44,Cluster,Xeon X5560 4C 2.800GHz,Intel Nehalem,2800,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,North America,Americas
315,,39,315,,"Cluster Platform SL170s, Xeon X5675 6C 3.06GHz, Gigabit Ethernet",Retail,Hewlett-Packard,United States,2012,Industry,12096,0,76812,148055,51.88,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL170s,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
316,,39,316,,"Cluster Platform SL170s, Xeon X5675 6C 3.06GHz, Gigabit Ethernet",Retail,Hewlett-Packard,United States,2012,Industry,12096,0,76812,148055,51.88,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL170s,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
317,,39,317,,"xSeries x3550M3 Cluster, Xeon X5650 6C 2.66 GHz, Infiniband QDR",Electronics,IBM,United States,2012,Industry,8100,0,76669,86184,88.96,0,0,251.1,305.33,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Infiniband,Infiniband QDR,North America,Americas
318,,39,318,,"xSeries x3550M3 Cluster, Xeon X5650 6C 2.66 GHz, Infiniband QDR",Electronics,IBM,United States,2012,Industry,8100,0,76669,86184,88.96,0,0,251.1,305.33,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Infiniband,Infiniband QDR,North America,Americas
319,189,38,189,Orcinus,"Cluster Platform 3000 BL 2x220, Xeon X5650/E5450 4C 3.00 GHz, Infiniband QDR",Compute Canada/WestGrid/University of British Columbia,Hewlett-Packard,Canada,2011,Academic,9600,0,76658,106322,72.1,0,0,,,Cluster,Xeon E5450 4C 3.000GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,North America,Americas
320,193,38,193,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
321,194,38,194,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
322,195,38,195,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
323,196,38,196,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
324,197,38,197,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
325,198,38,198,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
326,199,38,199,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
327,200,38,200,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
328,201,38,201,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
329,190,38,190,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
330,191,38,191,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
331,192,38,192,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
332,,39,332,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,13980,0,76593,148747,51.49,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
333,,39,333,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,13980,0,76593,148747,51.49,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
334,,39,334,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,13980,0,76593,148747,51.49,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
335,,39,335,,"Power 775, POWER7 8C 3.836GHz, Custom",Slovak Academy of Sciences (SAV),IBM,Slovak Republic,2012,Academic,3072,0,76533,94274,81.18,0,0,188.05,406.98,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Eastern Europe,Europe
336,202,33,49,,Cray XT5/XT4 QC 2.3 GHz,CSC (Center for Scientific Computing),Cray Inc.,Finland,2009,Academic,10864,0,76510,101996.8,75.01,0,0,520,147.13,MPP,Opteron Quad Core 4C 2.300GHz,AMD x86_64,2300,CNL,Linux,None,4,Opteron Quad Core,Cray XT5 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,Northern Europe,Europe
337,,39,337,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Service Provider,IBM,Japan,2012,Industry,13560,0,76411,137227,55.68,0,0,411.32,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
338,,39,338,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Service Provider,IBM,Japan,2012,Industry,13560,0,76411,137227,55.68,0,0,411.32,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
339,,39,339,,"HP DL160 Cluster G6, Xeon E5620 4C 2.40GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2012,Industry,15536,0,76351.8,149146,51.19,0,0,,,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,Linux,Linux,None,4,Xeon 5600-series (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
340,203,38,203,,"Cluster Platform 3000 BL460c G7, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,United States,2011,Industry,12576,0,76205,147390.72,51.7,0,0,,,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
341,204,37,122,,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",Service Provider,IBM,United States,2011,Industry,13648,0,76030,138117.76,55.05,0,0,431.5,176.2,Cluster,Xeon E5540 4C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
342,205,36,103,GOSAT Research Computation Facility,"Asterism ID318, Intel Xeon E5530, NVIDIA C2050, Infiniband",National Institute for Environmental Studies,NSSOL / SGI Japan,Japan,2010,Research,5760,4480,75910,177088,42.87,661000,0,,,Cluster,Xeon E5530 4C 2.400GHz,Intel Nehalem,2400,Linux,Linux,NVIDIA 2050,4,Xeon 5500-series (Nehalem-EP),Asterism ID318,Asterism Cluster,Infiniband,Infiniband,Eastern Asia,Asia
343,303,38,303,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Network Company (B),IBM,United States,2011,Industry,13440,0,75735,143001.6,52.96,0,0,416.64,181.78,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
344,207,38,207,,"HP SL390s/170s  G7, Xeon X5675 6C 3.06 GHz, Gigabit Ethernet",Retail,Hewlett-Packard,United States,2011,Industry,11904,0,75649,145705,51.92,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),HP SL390s/170s  G7,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
345,208,37,124,Rossmann,"HP Cluster Platform 4000 DL165 G7 Cluster, Opteron 12-core 2.1 Ghz, 10G",Purdue University,Hewlett-Packard,United States,2011,Academic,11064,0,75425.8,95961.6,78.6,0,0,,,Cluster,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",HP Cluster Platform 4000 DL165 G7 Cluster,HP Cluster Platform 4000,Gigabit Ethernet,10G Ethernet,North America,Americas
346,209,37,125,,"Cluster Platform 3000 BL280c G6, Xeon X55xx 2.8Ghz, Infiniband",University of Minnesota/Supercomputing Institute,Hewlett-Packard,United States,2011,Academic,8568,0,75425.8,95961.6,78.6,0,0,,,Cluster,Xeon X5560 4C 2.800GHz,Intel Nehalem,2800,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),Cluster Platform 3000 BL280c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband,North America,Americas
347,211,38,211,,"HP DL160 Cluster G6, Xeon E5620 4C 2.40 GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2011,Industry,15316,0,75335,147033.6,51.24,0,0,,,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,Linux,Linux,None,4,Xeon 5600-series (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
348,210,38,210,,"HP DL160 Cluster G6, Xeon E5620 4C 2.40 GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2011,Industry,15316,0,75335,147033.6,51.24,0,0,,,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,Linux,Linux,None,4,Xeon 5600-series (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
349,,39,349,,"BladeCenter HS22 Cluster (WM), Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Classified,IBM,United Kingdom,2012,Classified,13356,0,75261.42,142108,52.96,0,0,356.8,210.93,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
350,,39,350,,"HP DL180 Cluster G6, Xeon E5620 4C 2.40GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2012,Industry,15256,0,75057.8,146458,51.25,0,0,,,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,Linux,Linux,None,4,Xeon 5600-series (Westmere-EP),HP DL180 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
351,,39,351,,"BladeCenter HS22 Cluster (WM), Xeon X5650 6C 2.660GHz, Infiniband QDR",Electronics,IBM,United States,2012,Industry,7908,0,74851,84141,88.96,0,0,211.26,354.31,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband QDR,North America,Americas
352,,39,352,,"BladeCenter HS22 Cluster (WM), Xeon X5650 6C 2.660GHz, Infiniband QDR",Electronics,IBM,United States,2012,Industry,7908,0,74851,84141,88.96,0,0,211.26,354.31,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband QDR,North America,Americas
353,373,37,201,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,13272,0,74788,134312.64,55.68,0,0,402.58,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
354,374,37,202,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,13272,0,74788,134312.64,55.68,0,0,402.58,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
355,375,37,203,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,13272,0,74788,134312.64,55.68,0,0,402.58,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
356,214,37,127,,"HP DL160 Cluster G6, Xeon X5650 2.66 GHz, GigE",Telecommunication Company,Hewlett-Packard,Japan,2011,Industry,13620,0,74742.3,144916.8,51.58,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
357,,39,357,,"HP DL160 Cluster G6, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Research Center,Hewlett-Packard,China,2012,Research,12720,0,74437,135341,55,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
358,,39,358,ALTAMIRA,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Universidad de Cantabria - SSC,IBM,Spain,2012,Academic,3840,0,74389,79872,93.14,0,0,79.76,932.66,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Southern Europe,Europe
359,215,33,94,,"Cluster Platform 3000 BL460c, Xeon E5450 4C 3.00 GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2009,Industry,11940,0,74380,143280,51.91,0,0,,,Cluster,Xeon E5450 4C 3.000GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
360,216,37,128,,"Cluster Platform 3000 BL460c G7, Xeon X5650 2.66 Ghz, GigE",Arrow Enterprise Computing Solutions,Hewlett-Packard,United States,2011,Industry,13542,0,74336.7,144086.9,51.59,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
361,,39,361,,"Cluster Platform SL230s Gen8, Xeon E5-2667 6C 2.900GHz, Gigabit Ethernet",Semiconductor Company (R),Hewlett-Packard,Taiwan,2012,Industry,6000,0,73915.2,139200,53.1,0,0,,,Cluster,Xeon E5-2667 6C 2.900GHz,Intel SandyBridge,2900,Linux,Linux,None,6,Intel Xeon E5,Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
362,,39,362,,"iDataPlex DX360M3, Xeon E5645 6C 2.400GHz, Gigabit Ethernet",Digital Media,IBM,United States,2012,Industry,13104,0,73841,125798,58.7,0,0,342.84,215.38,Cluster,Xeon E5645 6C 2.400GHz,Intel Nehalem,2400,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
363,,39,363,,"iDataPlex DX360M3, Xeon E5645 6C 2.400GHz, Gigabit Ethernet",Digital Media,IBM,United States,2012,Industry,13104,0,73841,125798,58.7,0,0,342.84,215.38,Cluster,Xeon E5645 6C 2.400GHz,Intel Nehalem,2400,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
364,217,38,217,,"xSeries x3550M3 Cluster, Xeon X5650 6C 2.66 GHz, Infiniband QDR",Electronics,IBM,United States,2011,Industry,7800,0,73829,82992,88.96,0,0,241.8,305.33,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Infiniband,Infiniband QDR,North America,Americas
365,219,38,219,,"xSeries x3550M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Information Service,IBM,France,2011,Industry,13068,0,73639,139044,52.96,0,0,405.11,181.78,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
366,220,37,130,Discover,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband",NASA/Goddard Space Flight Center,IBM,United States,2011,Research,8192,0,73639,91750,80.26,0,0,286.72,256.83,Cluster,Xeon X5560 4C 2.800GHz,Intel Nehalem,2800,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
367,221,37,131,,"Hitachi SR16000 Model XM1/108, Power7 3.3Ghz, Infiniband",Yukawa Institute for Theoretical Physics (YITP),Hitachi,Japan,2011,Academic,3456,0,73350,91238.4,80.39,1045440,0,129.6,565.97,MPP,POWER7 8C 3.300GHz,Power,3300,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model XM1/108,Hitachi SR16000,Infiniband,Infiniband,Eastern Asia,Asia
368,222,38,222,,"Cluster Platform SL160z, Xeon X5550 4C 2.66 GHz, Gigabit Ethernet",Logistic Services (E),Hewlett-Packard,United States,2011,Industry,13312,0,73139,141639.68,51.64,0,0,,,Cluster,Xeon X5550 4C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
369,223,34,68,,"Power 575, p6 4.7 GHz, Infiniband",National Centers for Environment Prediction,IBM,United States,2009,Research,4992,0,73060,93849.6,77.85,0,0,797,91.67,MPP,POWER6 2C 4.700GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,North America,Americas
370,224,32,37,,"Power 575, p6 4.7 GHz, Infiniband",National Centers for Environment Prediction,IBM,United States,2008,Research,4992,0,73060,93849.6,77.85,0,0,797,91.67,MPP,POWER6 2C 4.700GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,North America,Americas
371,225,29,7,,eServer Blue Gene Solution,"Rensselaer Polytechnic Institute, Computational Center for Nanotechnology Innovations",IBM,United States,2007,Academic,32768,0,73032,91750,79.6,884735,0,358,204,MPP,PowerPC 440 2C 700MHz,Power,700,CNK/SLES 9,Mixed,None,2,PowerPC 440,BlueGene/L,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
372,,39,372,,"Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2012,Industry,11688,0,73026.14,143061,51.05,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
373,226,36,108,Coastal,"Dell DCS Xanadu 2.5, Xeon E55xx 2.4Ghz, Infiniband DDR",Lawrence Livermore National Laboratory,Dell,United States,2010,Research,8464,0,72410,81254,89.12,1670352,0,,,Cluster,Xeon E5530 4C 2.400GHz,Intel Nehalem,2400,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),Dell DCS Xanadu 2.5,Dell Xanadu,Infiniband,Infiniband DDR,North America,Americas
374,227,38,227,,"BladeCenter HS22 Cluster, WM Xeon 6-core, Xeon X5650 6C 2.66 GHz, Infiniband",Electronics,IBM,United States,2011,Industry,7632,0,72239,81204,88.96,0,0,203.88,354.32,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,North America,Americas
